stop_id,stop_name,stop_lat,stop_lon,wheelchair_boarding,stop_code
104241,Tranquille Rd at Mayfair St,50.69977,-120.39845,0,104241
104243,Tranquille Rd at Holt St,50.70219,-120.38823,0,104243
104244,Tranquille Rd at Singh St,50.70246,-120.38387,0,104244
104245,Tranquille Rd at Nicolani Dr,50.70201,-120.38088,0,104245
151036,Tranquille Rd at Barrie Dr,50.70114,-120.3753,0,151036
104248,Tranquille Rd at 12th St,50.70062,-120.37166,0,104248
104249,Tranquille Rd at 10th St,50.70015,-120.36856,0,104249
104250,Tranquille Rd at 8th St,50.69935,-120.36368,0,104250
104253,Tranquille Rd at Yew St N,50.69304,-120.35966,0,104253
104254,Tranquille Rd at Yew St S,50.69134,-120.35902,0,104254
104255,Tranquille Rd at MacKenzie Ave,50.68962,-120.35835,0,104255
104256,Tranquille Rd at Knox St,50.68717,-120.35699,0,104256
104257,Tranquille Rd at Palm St,50.6854,-120.35556,0,104257
104258,Tranquille Rd at Wilson St,50.68457,-120.35242,0,104258
104259,Tranquille Rd at Leigh Rd,50.68482,-120.35103,0,104259
104260,200 Blk Victoria St W,50.67765,-120.34528,0,104260
104261,Seymour St at 1st Ave,50.67525,-120.33848,0,104261
104262,Seymour St at 3rd Ave,50.67491,-120.33544,0,104262
104263,Seymour St at 4th Ave,50.6749,-120.3314,0,104263
104264,6th Ave at Victoria St,50.6756,-120.32706,0,104264
104266,Yew St at Tranquille Rd,50.69155,-120.35957,0,104266
104267,MacKenzie Ave at Maple St,50.69199,-120.36281,0,104267
104268,MacKenzie Ave at Willow St,50.69312,-120.36537,0,104268
104269,Willow St at Stewart Ave,50.69457,-120.36413,0,104269
104270,Cottonwood Ave at Willow St,50.6966,-120.3654,0,104270
104271,Cottonwood Ave at Kenora Rd,50.69662,-120.36901,0,104271
104272,Kenora Rd at 12th St,50.69808,-120.37151,0,104272
104273,12th St at Tranquille Rd,50.70143,-120.3726,0,104273
104274,12th St at Selkirk Ave,50.70361,-120.37253,0,104274
104275,12th St at Pembroke Ave,50.70589,-120.3725,0,104275
104276,12th St at Halston Ave,50.70834,-120.37242,0,104276
104278,Parkcrest Ave at Nicolani Dr,50.70939,-120.38058,0,104278
104279,Parkcrest Ave at Singh St,50.70948,-120.38455,0,104279
104280,Parkcrest Ave at Holt St,50.70955,-120.38799,0,104280
104281,Fleetwood Ave at Holt St,50.70786,-120.38917,0,104281
104282,Fleetwood Ave at Desmond Pl,50.70637,-120.39267,0,104282
104283,Fleetwood Ave at Southill St,50.70578,-120.39733,0,104283
104284,Parkcrest Ave at Bentley Pl,50.70784,-120.39921,0,104284
104285,Parkcrest Ave at Ponlen St,50.70788,-120.4019,0,104285
104286,Parkcrest Ave at Windbreak St,50.70787,-120.40444,0,104286
104287,Parkcrest Ave at McLean St,50.7079,-120.41014,0,104287
104289,Parkcrest Ave at Schreiner St,50.70794,-120.41551,0,104289
104290,Schreiner St at Fleetwood Ave,50.70643,-120.416,0,104290
104292,Crestline St at Parkcrest Ave,50.7079,-120.42066,0,104292
104293,Crestline St at Rosewood Ave,50.70932,-120.42068,0,104293
104294,Briarwood Ave at Crestline St,50.71007,-120.41895,0,104294
104295,Schreiner St at Paulsen Pl,50.70943,-120.4159,0,104295
104296,Parkcrest Ave at Schreiner St,50.70782,-120.41502,0,104296
104297,Parkcrest Ave at McLean St,50.70781,-120.41036,0,104297
104298,Parkcrest Ave at Windbreak St,50.70777,-120.40479,0,104298
104299,Parkcrest Ave at Ponlen St,50.70775,-120.40152,0,104299
104300,Southill St at Parkcrest Ave,50.7074,-120.39763,0,104300
104301,Fleetwood Ave at Southill St,50.70566,-120.39694,0,104301
104302,Fleetwood Ave at Desmond St,50.70623,-120.39261,0,104302
104303,Fleetwood Ave at Holt St,50.70781,-120.3889,0,104303
104304,Parkcrest Ave at Holt St,50.70945,-120.388,0,104304
104305,Parkcrest Ave at Singh St,50.70933,-120.38314,0,104305
104306,Parkcrest Ave at Ollek St,50.70927,-120.37946,0,104306
104307,Halston Ave at 13th St,50.70872,-120.37396,0,104307
104308,12th St at Pembroke Ave,50.70651,-120.37264,0,104308
104309,12th St at Selkirk Ave,50.70364,-120.3727,0,104309
104311,Kenora Rd at 12th St,50.698,-120.3716,0,104311
104312,Cottonwood Ave at Kenora Rd,50.69652,-120.36878,0,104312
104313,Cottonwood Ave at Willow St,50.69648,-120.365,0,104313
151033,Willow St at Cottonwood Ave,50.69548,-120.36338,0,151033
104315,Willow St at MacKenzie Ave,50.69374,-120.36527,0,104315
104316,MacKenzie Ave at Thrupp St,50.69216,-120.3635,0,104316
104317,MacKenzie Ave at Williams St,50.69056,-120.35989,0,104317
104327,8th St at Fortune Dr,50.70014,-120.36293,0,104327
104328,8th St at Richmond Ave,50.70258,-120.36337,0,104328
104329,8th St at Sherbrooke Ave,50.7041,-120.36365,0,104329
104330,8th St at York Ave,50.70668,-120.3641,0,104330
104619,Halston Ave at Kingston Ave,50.71069,-120.35965,0,104619
104620,Halston Connector Rd at Salish Rd,50.71177,-120.33552,0,104620
104624,6700 Blk Old Highway 5,50.85102,-120.26682,0,104624
104626,Puett Ranch Rd at Old Highway 5,50.79736,-120.31244,0,104626
104627,Cammeray Dr at Puett Ranch Rd,50.79777,-120.31485,0,104627
104628,Cammeray Dr at Strawberry Lane,50.79979,-120.31467,0,104628
104629,Cammeray Dr at Chilco Ave,50.80315,-120.3124,0,104629
104630,Reighmount Dr at Pinantan Dr,50.80413,-120.31268,0,104630
104631,Reighmount Dr at Kathleen Pl,50.80496,-120.31797,0,104631
104632,Aspen Park Dr at Spurraway Rd,50.80398,-120.3211,0,104632
104633,Aspen Park Dr at Helmcken Dr,50.80114,-120.32307,0,104633
104634,Spurraway Rd at Helmcken Dr,50.80058,-120.32043,0,104634
104635,Spurraway Rd at Puett Ranch Rd,50.79758,-120.32038,0,104635
104636,Furiak Rd at Puett Ranch Rd,50.79696,-120.32294,0,104636
104637,Mattoch-McKeague Rd at Furiak Rd,50.79318,-120.32211,0,104637
104770,Mattoch-McKeague Rd at Cameron Rd,50.79195,-120.31789,0,104770
104638,Old Highway 5 at Mattoch-McKeague Rd,50.79111,-120.31587,0,104638
104639,Old Highway 5 at Devick Rd,50.78822,-120.31762,0,104639
104640,Halston Connector Rd at Josep Way,50.71176,-120.33504,0,104640
104376,8th St at Sudbury Ave,50.70697,-120.36449,0,104376
151011,2000 Blk Grasslands Blvd,50.72441,-120.36757,0,151011
104649,Batchelor Dr at Grasslands Blvd,50.72034,-120.3699,0,104649
104655,Seymour St at 6th Ave,50.67482,-120.32667,0,104655
104656,Seymour St at 8th Ave,50.67478,-120.32177,0,104656
104657,Victoria St at 10th Ave,50.67393,-120.31565,0,104657
104658,Battle St at 12th Ave,50.67307,-120.31135,0,104658
104659,Battle St at Columbia St,50.67308,-120.30692,0,104659
104660,Valleyview Dr at Rose Hill Rd,50.6723,-120.29461,0,104660
104661,Valleyview Dr at Comazzetto Rd,50.67446,-120.29061,0,104661
104662,Valleyview Dr at Knollwood Cres,50.67517,-120.28811,0,104662
104663,Valleyview Dr at Orchard Dr,50.67574,-120.28341,0,104663
104664,Valleyview Dr at Cardinal Dr,50.67589,-120.27675,0,104664
104665,Oriole Rd at Glenwood Dr,50.6774,-120.27225,0,104665
104666,Falcon Rd at Oriole Rd,50.67882,-120.27153,0,104666
104667,Hwy 1 at Industrial Dr,50.68008,-120.26701,0,104667
104668,Flamingo Rd at Highland Rd,50.67873,-120.26183,0,104668
104669,Highland Rd at Crescent Dr,50.67737,-120.26199,0,104669
104670,Highland Rd at Valleyview Dr,50.67625,-120.26242,0,104670
104672,Coldwater Dr at Skeena Dr,50.66012,-120.26516,0,104672
104673,2100 Blk Skeena Dr,50.66016,-120.26157,0,104673
104674,2200 Blk Skeena Dr,50.65992,-120.25792,0,104674
104675,Finlay Ave at Omineca Dr,50.66101,-120.25442,0,104675
104676,Qu'Appelle Blvd at Finlay Ave,50.66195,-120.2539,0,104676
104677,Qu'Appelle Blvd at Abitibi Ave,50.66167,-120.24908,0,104677
104678,Qu'Appelle Blvd at Nechako Dr,50.66058,-120.24593,0,104678
104679,Qu'Appelle Blvd at Adams Ave,50.65937,-120.24322,0,104679
104680,Qu'Appelle Blvd at Capilano Dr,50.6584,-120.23731,0,104680
104681,Churchill Ave at Capilano Dr,50.65886,-120.23463,0,104681
104682,Capilano Dr at Qu'Appelle Blvd,50.65952,-120.23789,0,104682
104683,Qu'Appelle Blvd at Capilano Dr,50.6588,-120.23905,0,104683
104684,Qu'Appelle Blvd at Adams Ave,50.65948,-120.24315,0,104684
104685,Qu'Appelle Blvd at Nechako Dr,50.66064,-120.2457,0,104685
104686,Qu'Appelle Blvd at Bella Coola Crt,50.6618,-120.24845,0,104686
104687,Qu'Appelle Blvd at Finlay Ave,50.66218,-120.25429,0,104687
104688,2200 Blk Qu'Appelle Blvd,50.66144,-120.25764,0,104688
104689,Qu'Appelle Blvd at Highland Rd,50.66109,-120.2609,0,104689
104691,Highland Rd at Valleyview Dr,50.67661,-120.26195,0,104691
104692,Highland Rd at Crescent Dr,50.67791,-120.26137,0,104692
104693,Flamingo Rd at Highland Rd,50.6789,-120.26211,0,104693
104694,Hwy 1 at Industrial Rd,50.68015,-120.26668,0,104694
104695,Falcon Rd at Oriole Rd,50.67893,-120.27139,0,104695
104698,Valleyview Dr at Knollwood Dr,50.67572,-120.2844,0,104698
104699,Valleyview Dr at Knollwood Cres,50.67519,-120.28889,0,104699
104700,Valleyview Dr at Strom Rd,50.67425,-120.29106,0,104700
104701,Valleyview Dr at Hwy 1,50.67251,-120.29613,0,104701
104702,Columbia St at Nicola St,50.67219,-120.30774,0,104702
104494,Columbia St at 13th Ave,50.67138,-120.31037,0,104494
104495,Columbia St at 12th Ave,50.67139,-120.31222,0,104495
104703,Columbia St at 10th Ave,50.67143,-120.31698,0,104703
104704,Columbia St at 8th Ave,50.67151,-120.32178,0,104704
104500,Columbia St at 7th Ave,50.67142,-120.32466,0,104500
104319,Fortune Dr at Baker St,50.68621,-120.34716,0,104319
104320,Fortune Dr at Fort Ave,50.6883,-120.34811,0,104320
104321,Fortune Dr at Spruce Ave,50.69031,-120.35069,0,104321
104322,Fortune Dr at Birch Ave,50.69179,-120.35279,0,104322
104323,Fortune Dr at Aspen St,50.69297,-120.3544,0,104323
104324,Fortune Dr at Chestnut Ave,50.69507,-120.35589,0,104324
104325,Fortune Dr at Holly Ave,50.69658,-120.35666,0,104325
104326,North Shore Exch Bay D,50.69794,-120.35967,0,104326
104331,Westsyde Rd at Collingwood Dr W,50.71386,-120.36381,0,104331
104380,8th St at Tranquille Rd,50.69993,-120.36322,0,104380
104382,Fortune Dr at Holly Ave,50.69643,-120.35698,0,104382
104383,Fortune Dr at Oak Rd,50.69433,-120.35603,0,104383
104384,Fortune Dr at Aspen St,50.69253,-120.35426,0,104384
104385,Fortune Dr at Wood St,50.69137,-120.35243,0,104385
104386,Fortune Dr at Spruce Ave,50.69002,-120.35075,0,104386
104387,Fortune Dr at Leigh Rd,50.68754,-120.34772,0,104387
104388,Fortune Dr at Larch Ave,50.68579,-120.34731,0,104388
104430,Pacific Way at Pearson Pl,50.64986,-120.37951,0,104430
104431,Hillside Dr at Pacific Way,50.65449,-120.37614,0,104431
104432,Aberdeen Mall Bay A,50.65569,-120.37211,0,104432
104433,Hillside Dr at Cariboo Pl,50.66114,-120.36969,0,104433
104551,Notre Dame Dr at Dalhousie Dr,50.66344,-120.3634,0,104551
104552,Notre Dame Dr at Hillside Cemetery,50.6635,-120.35919,0,104552
104553,Notre Dame Dr at Laval Cres,50.66355,-120.35681,0,104553
104554,Notre Dame Dr at Columbia St W,50.6634,-120.35212,0,104554
104557,Summit Dr at Arrowstone Dr,50.66702,-120.35232,0,104557
104402,McGill Rd at University Dr,50.66819,-120.36139,0,104402
104403,Campus Dr at McGill Rd,50.66808,-120.36409,0,104403
104404,Campus Dr at WolfPack Rd,50.67026,-120.36531,0,104404
104406,University Dr at McGill Rd,50.66881,-120.37007,0,104406
104439,McGill Rd at Dalhousie Dr,50.66771,-120.36319,0,104439
104513,Summit Dr at McGill Rd,50.66783,-120.35725,0,104513
104514,Summit Dr at Arrowstone Dr,50.6664,-120.35137,0,104514
104521,Notre Dame Dr at Hillside Dr,50.66326,-120.36933,0,104521
104409,Aberdeen Mall Bay B,50.65534,-120.37237,0,104409
104410,Pacific Way at Hillside Dr,50.65438,-120.37831,0,104410
104411,Pacific Way at Hugh Allan Dr,50.65142,-120.38061,0,104411
104392,4th Ave at Nicola St,50.67194,-120.33208,0,104392
104481,Columbia St at 5th Ave,50.67125,-120.32932,0,104481
104490,Fraser St at McMurdo Dr,50.6656,-120.31624,0,104490
104491,11th Ave at Douglas St,50.66794,-120.31416,0,104491
104492,Pine St at 11th Ave,50.66954,-120.31368,0,104492
104493,13th Ave at Pine St,50.6699,-120.3093,0,104493
104496,11th Ave at Columbia St,50.67176,-120.31413,0,104496
104497,Battle St at 11th Ave,50.67317,-120.31466,0,104497
104498,Battle St at 9th Ave,50.67319,-120.31936,0,104498
104499,7th Ave at Battle St,50.67291,-120.32436,0,104499
104508,Columbia St at 5th Ave,50.67149,-120.33004,0,104508
104451,3rd Ave at Battle St,50.67356,-120.33432,0,104451
104452,3rd Ave at Seymour St,50.67466,-120.33432,0,104452
104501,Ponderosa Lodge,50.66967,-120.33141,0,104501
104450,3rd Ave at Columbia St,50.67182,-120.33436,0,104450
104506,6th Ave at St Paul St,50.67371,-120.32726,0,104506
104393,Columbia St at 3rd Ave,50.67157,-120.33396,0,104393
104394,700 Blk Sahali Terr,50.67155,-120.34471,0,104394
104395,Sahali Terr at Pemberton Terr,50.67061,-120.34306,0,104395
104396,Bestwick Dr at Anvil Cres,50.66911,-120.34119,0,104396
104910,McGill Rd at Bestwick Dr,50.66727,-120.33871,0,104910
104397,McGill Rd at Monashee Crt,50.66746,-120.34044,0,104397
104398,200 Blk McGill Rd,50.66734,-120.34422,0,104398
104399,McGill Rd at Chapperon Dr,50.66908,-120.34966,0,104399
104400,McGill Rd at Columbia St W,50.66994,-120.35277,0,104400
104401,McGill Rd at Summit Dr,50.66948,-120.35639,0,104401
104407,1000 Blk Hillside Dr,50.66523,-120.37292,0,104407
104408,Hillside Dr at Notre Dame Dr,50.66395,-120.37184,0,104408
104522,Hillside Way at Hillside Crt,50.65599,-120.36923,0,104522
104547,Rogers Way at Rogers Pl,50.65147,-120.36804,0,104547
104548,Hillside Way at Hillside Crt,50.65568,-120.36883,0,104548
104434,Hillside Dr at Notre Dame Dr,50.66422,-120.37172,0,104434
104436,Hillside Dr at McGill Rd,50.66883,-120.36973,0,104436
104437,TRU Exch Bay D,50.67124,-120.36804,0,104437
104438,Campus Dr at WolfPack Rd,50.67012,-120.36506,0,104438
104440,McGill Rd at Summit Dr,50.66919,-120.35653,0,104440
104441,McGill Rd at Columbia St W,50.66983,-120.35275,0,104441
104442,McGill Rd at Chapperon Dr,50.66884,-120.34945,0,104442
104443,200 Blk McGill Rd,50.6672,-120.34427,0,104443
104444,McGill Rd at Monashee Crt,50.66732,-120.34163,0,104444
104445,McGill Rd at Bestwick Dr,50.66718,-120.33893,0,104445
104446,Bestwick Dr at Greenstone Dr,50.66863,-120.33859,0,104446
104447,Bestwick Dr at Sahali Terr,50.66942,-120.34164,0,104447
104448,Sahali Terr at Pemberton Terr,50.67095,-120.34305,0,104448
104449,Sahali Terr at Columbia St W,50.67217,-120.34467,0,104449
151004,Columbia St at 3rd Ave,50.67131,-120.33368,0,151004
104511,Columbia St W at Greenstone Dr,50.67246,-120.35368,0,104511
104515,Summit Dr at Notre Dame Dr,50.66315,-120.34846,0,104515
104579,Summit Dr at Springhill Dr,50.66055,-120.34527,0,104579
104580,1400 Blk Springhill Dr,50.66098,-120.34747,0,104580
104581,1500 Blk Springhill Dr,50.66103,-120.3519,0,104581
104582,Springhill Dr at Springfield Pl,50.65932,-120.35572,0,104582
104583,Springhill Dr at Springview Pl,50.65522,-120.35761,0,104583
104584,Springhill Dr at Gleneagles Dr N,50.6537,-120.35961,0,104584
104585,Springhill Dr at Gleneagles Dr S,50.65315,-120.36195,0,104585
104586,Gleneagles Dr at Glen Gary Dr,50.65102,-120.35844,0,104586
104587,Gleneagles Dr at Wentworth Pl,50.65027,-120.35595,0,104587
104588,Gleneagles Dr at Skagit Pl,50.65253,-120.35353,0,104588
104589,Gleneagles Dr at Monarch Crt,50.6538,-120.35113,0,104589
104590,400 Blk Gleneagles Dr,50.65403,-120.34747,0,104590
104591,Whistler Dr at Gleneagles Dr,50.65177,-120.34424,0,104591
104609,McGill Rd at Camosun Cres,50.6676,-120.36717,0,104609
104559,Columbia St W at Greenstone Dr,50.67243,-120.35329,0,104559
104707,Valleyview Dr at Highland Rd,50.67615,-120.26135,0,104707
104708,Valleyview Dr at Miller Pl,50.67521,-120.25651,0,104708
104709,Valleyview Dr at River Rd,50.67419,-120.25184,0,104709
104710,Valleyview Dr at MacAdam Rd,50.67324,-120.24543,0,104710
104711,Valleyview Dr at McKay Pl,50.67288,-120.24168,0,104711
151024,Valleyview Dr at Tanager Dr,50.67257,-120.23841,0,151024
151025,Valleyview Dr at Sonora Blvd,50.67126,-120.2325,0,151025
151023,Valleyview Dr at Grand Blvd,50.67037,-120.22733,0,151023
104733,Dallas Dr at Bogetti Rd,50.66801,-120.18183,0,104733
104734,Dallas Dr at Ridge Rd,50.66798,-120.17726,0,104734
104884,Dallas Dr at Harper Rd,50.66654,-120.17304,0,104884
104735,Dallas Dr at Todd Hill Cres W,50.66567,-120.16976,0,104735
104736,Dallas Dr at Todd Hill Cres E,50.66471,-120.16397,0,104736
104737,Dallas Dr at Mountview Dr,50.66479,-120.15739,0,104737
104738,Dallas Dr at Yarrow Pl,50.66566,-120.15093,0,104738
104739,6700 Blk Dallas Dr,50.66566,-120.14534,0,104739
104740,7100 Blk Dallas Dr,50.66374,-120.13651,0,104740
104741,7300 Blk Dallas Dr,50.66285,-120.13205,0,104741
104742,Dallas Dr at O'Connor Rd,50.6622,-120.12915,0,104742
104744,Dallas Dr at Peerless Way,50.65622,-120.10543,0,104744
104745,Dallas Dr at Andover Cres,50.65554,-120.09729,0,104745
104746,Dallas Dr at Cougar Rd,50.65548,-120.08394,0,104746
104714,Todd Rd at Dallas Dr,50.66757,-120.18778,0,104714
104715,Todd Rd at Klahanie Dr,50.65712,-120.18436,0,104715
104716,Todd Rd at Lamar Pl,50.65469,-120.18178,0,104716
104717,Todd Rd at Sunrise Dr,50.65117,-120.17966,0,104717
104718,Lamar Dr at Todd Rd,50.64959,-120.17657,0,104718
104719,Lamar Dr at Norland Dr,50.64954,-120.17413,0,104719
104720,Clearview Dr at Wildwood Dr,50.65246,-120.17469,0,104720
104721,Clearview Dr at Belair Dr,50.65301,-120.16963,0,104721
104722,Clearview Dr at Foxwood Lane,50.65185,-120.16476,0,104722
104723,Clearview Dr at Todd Rd,50.65074,-120.16272,0,104723
104724,Todd Rd at Belair Dr,50.64918,-120.16403,0,104724
104725,Todd Rd at Pringle Rd,50.64828,-120.16643,0,104725
104726,Todd Rd at Pratt Rd,50.64562,-120.16985,0,104726
104727,1400 Blk Todd Rd,50.64788,-120.17463,0,104727
104728,Todd Rd at Lamar Dr,50.64946,-120.17681,0,104728
104729,Todd Rd at Sunrise Dr,50.65079,-120.17909,0,104729
104730,Todd Rd at Lamar Dr,50.65511,-120.18194,0,104730
104731,Todd Rd at Klahanie Dr,50.65736,-120.18439,0,104731
104732,Todd Rd at Dallas Dr,50.66774,-120.18739,0,104732
104748,Kokanee Way at Hwy 1,50.65955,-120.11905,0,104748
104749,7500 Blk Dallas Dr,50.65905,-120.12352,0,104749
104750,Dallas Dr at O'Connor Rd,50.66185,-120.12827,0,104750
104751,7300 Blk Dallas Dr,50.6631,-120.13271,0,104751
104752,7100 Blk Dallas Dr,50.66386,-120.13652,0,104752
104753,6700 Blk Dallas Dr,50.66575,-120.14521,0,104753
104754,Dallas Dr at Yarrow Pl,50.66575,-120.15094,0,104754
104755,Dallas Dr at Mountview Dr,50.66487,-120.15762,0,104755
104756,Dallas Dr at Todd Hill Cres,50.66495,-120.16478,0,104756
104757,Dallas Dr at Harper Rd,50.66693,-120.1736,0,104757
104758,Dallas Dr at Ridge Rd,50.66803,-120.17642,0,104758
104759,Dallas Dr at Bogetti Rd,50.66809,-120.18211,0,104759
104760,Hwy 1 at Nina Pl,50.66967,-120.18297,0,104760
151022,Grand Blvd at Valleyview Dr,50.67111,-120.22718,0,151022
104832,Valleyview Dr at Sunset Lane,50.67233,-120.2356,0,104832
104762,Valleyview Dr at Tanager Dr,50.67278,-120.23954,0,104762
104763,Valleyview Dr at McKay Pl,50.67313,-120.24301,0,104763
104764,Valleyview Dr at MacAdam Rd,50.67344,-120.24633,0,104764
104765,Valleyview Dr at River Rd,50.67451,-120.25289,0,104765
104766,Valleyview Dr at Park Dr,50.67552,-120.25755,0,104766
104768,Battle St at 12th Ave,50.67319,-120.31083,0,104768
104769,Victoria St at 10th Ave,50.67425,-120.31583,0,104769
151003,Victoria St at 8th Ave,50.67588,-120.32129,0,151003
104909,Batchelor Dr at North River Dr,50.7147,-120.36683,0,104909
104569,Grandview Terr at Garden Terr,50.67476,-120.35147,0,104569
104570,Grandview Terr at Dalgleish Dr,50.67507,-120.35505,0,104570
104571,Centre Ave at Battle St W,50.67572,-120.35604,0,104571
104572,Lombard St at Centre Ave,50.67741,-120.35551,0,104572
104573,Strathcona Terr at Hemlock St,50.67673,-120.35181,0,104573
104574,Strathcona Terr at Battle St W,50.67611,-120.34898,0,104574
104575,Battle St W at Lee Rd,50.67403,-120.34154,0,104575
104576,Battle St at 1st Ave,50.67346,-120.33853,0,104576
104560,Battle St at 3rd Ave,50.67328,-120.33512,0,104560
104561,Battle St W at 1st Ave,50.67373,-120.33934,0,104561
104562,Battle St W at Lee Rd,50.67425,-120.34224,0,104562
104563,Strathcona Terr at Battle St W,50.67598,-120.34866,0,104563
104564,Strathcona Terr at Hemlock St,50.67736,-120.35294,0,104564
104565,Lombard St at Centre Ave,50.67754,-120.35573,0,104565
104566,Centre Ave at Battle St W,50.67571,-120.35626,0,104566
104567,Grandview Terr at Dalgleish Dr,50.67498,-120.35477,0,104567
104568,Grandview Terr at Dufferin Terr,50.67428,-120.35047,0,104568
104510,Columbia St W at Grandview Terr,50.67377,-120.35052,0,104510
104462,Hugh Allan Dr at Lodgepole Dr,50.65372,-120.40195,0,104462
104466,Lodgepole Dr at Englemann Crt,50.65216,-120.40346,0,104466
104467,Lodgepole Dr at Arnica St,50.6507,-120.39976,0,104467
104468,Lodgepole Dr at Snowberry Cres,50.65137,-120.39737,0,104468
104469,Copperhead Dr at Lodgepole Dr,50.65246,-120.39695,0,104469
104470,Copperhead Dr at Hugh Allan Dr,50.6537,-120.39834,0,104470
104471,Copperhead Dr at Kryczka Pl,50.65715,-120.40119,0,104471
104472,Copperhead Dr at Versatile Dr,50.65918,-120.39986,0,104472
104473,Hillside Dr at Copperhead Dr,50.66175,-120.39775,0,104473
104474,1800 Blk Hillside Dr,50.6608,-120.3933,0,104474
104475,Hillside Dr at Davies Pl,50.65837,-120.38826,0,104475
104476,Hillside Dr at Mt Dufferin Cres,50.65738,-120.38625,0,104476
104477,Hillside Dr at Cascade St,50.65608,-120.38265,0,104477
104478,Hillside Dr at Cannel Dr,50.65537,-120.37995,0,104478
104435,Hillside Dr at McGill Rd,50.66697,-120.37005,0,104435
104454,Hillside Dr at Pacific Way,50.6554,-120.37941,0,104454
104455,Hillside Dr at Mt Dufferin Ave,50.65621,-120.38332,0,104455
104456,Hillside Dr at Monterey Pl,50.65791,-120.38707,0,104456
